57:6,6,6,6,6,6,6,6,6,6,6,3,4,5,5,3,3,4,6,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,
58:6,6,6,6,6,6,6,6,6,6,6,3,5,5,5,3,3,4,5,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
59:6,6,6,6,6,6,6,6,6,6,6,4,5,6,6,4,3,3,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
60:6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,3,2,2,4,3,2,3,2,1,1,1,1,1,1,1,1,3,4,6,6,3,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
61:6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,3,1,1,2,3,3,2,2,3,3,1,1,1,1,2,2,6,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
62:6,6,6,6,6,6,6,6,6,6,6,6,5,3,2,2,1,1,1,2,2,2,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
63:6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,
64:6,6,6,6,6,6,6,6,6,6,6,4,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,
65:6,6,6,6,6,6,6,6,6,6,4,3,4,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,
66:6,6,6,6,6,6,6,6,6,5,3,3,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,2,5,6,6,6,6,6,6,6,6,6,6,6,6,
67:6,6,6,6,6,6,6,5,4,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,2,4,6,6,6,6,6,6,6,6,6,6,6,6,
68:6,6,6,6,6,6,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,2,1,1,1,1,1,1,1,1,1,2,2,5,6,6,6,6,6,6,6,6,6,6,6,6,
69:6,6,6,6,5,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,6,2,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,
70:6,6,4,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,6,6,3,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,
71:5,4,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,
72:5,5,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,5,6,6,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,
73:5,5,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
74:5,5,5,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
75:5,5,5,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
76:5,5,5,5,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
77:6,6,5,5,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
78:5,5,5,5,5,5,5,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,4,4,3,3,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
79:5,5,5,5,5,5,5,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,3,4,5,5,5,5,5,5,5,5,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
80:5,5,5,5,5,5,5,5,5,5,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
81:5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
82:5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
83:5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,1,1,1,1,1,1,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
84:5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,2,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,
85:5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,
86:5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,
